,uic_code,code_gare,rg_libelle,alias_libelle_noncontraint,commune_libellemin,latitude_entreeprincipale_wgs84,longitude_entreeprincipale_wgs84
0,0087313759,02266,GARES C PICARDIE,Abancourt,Abancourt,49.6852237,1.7743058
1,0087481614,01604,GARES C PAYS DE LA LOIRE,Abbaretz,Abbaretz,47.5546432,-1.5244159
2,0087317362,02219,GARES B PICARDIE,Abbeville,Abbeville,50.10221,1.82449
3,0087545269,01460,GARES B IDF LIGNE C,Ablon-sur-Seine,Ablon-sur-Seine,48.725468,2.419151
4,0087683656,00773,GARES C BOURGOGNE,Accolay,Arcy-sur-Cure,,
5,0087386052,02020,GARES B IDF LIGNE A,Achères Grand Cormier,Saint-Germain-en-Laye,48.9551835,2.0919031
6,0087381657,02062,GARES B IDF LIGNE A,Achères Ville,Achères,48.97011,2.07739
7,0087316745,02242,GARES C PICARDIE,Acheux - Franleu,Chépy,50.0826021,1.6574207
8,0087342154,03098,GARES C NORD PAS DE CALAIS,Achicourt,,,
9,0087342048,02187,GARES C NORD PAS DE CALAIS,Achiet-le-Grand,Achiet-le-Grand,50.1317525,2.780168
10,0087316455,03099,GARES C PICARDIE,Achy,,,
11,0087271460,02544,GARES B IDF LIGNE B,Aéroport Charles de Gaulle 1,Tremblay-en-France,49.00956,2.56135
12,0087271494,02541,GARE AEROPORT CDG 2 TGV,Aéroport Charles de Gaulle 2 TGV,Roissy-en-France,49.003652,2.570892
13,0087001479,02541,GARE AEROPORT CDG 2 TGV,Aéroport Charles de Gaulle 2 TGV (RER),Roissy-en-France,49.003652,2.570892
14,0087757559,00198,GARES C COTE AZUR,Agay,Saint-Raphaël,43.4313701,6.8564997
15,0087781278,00073,GARES B LANGUEDOC ROUSSILLON,Agde,Agde,43.317280,3.466203
16,0087586008,01223,GARE AGEN,Agen,Agen,44.208311,0.620932
17,0087595157,01118,GARES C AQUITAINE,Agonac,Agonac,45.2865966,0.7486706
18,0087171702,02883,GARES C PICARDIE,Aguilcourt - Variscourt,Variscourt,49.408017,3.973137
19,0087485193,03081,GARES C POITOU CHARENTES,Aigrefeuille Le Thou,Aigrefeuille-d'Aunis,46.09402,-0.95168
20,0087741421,00404,GARES C ALPES,Aiguebelette-le-Lac,Aiguebelette-le-Lac,45.5363048,5.8131468
21,0087741256,00407,GARES C ALPES,Aiguebelle,,45.5437225,6.3067175
22,0087734129,00448,GARES C AUVERGNE,Aigueperse,Aigueperse,46.0147884,3.1982621
23,0087775122,00110,GARES C LANGUEDOC ROUSSILLON,Aigues Vives,Aigues-Vives,,
24,0087775858,00082,GARES C LANGUEDOC ROUSSILLON,Aigues-Mortes,Aigues-Mortes,43.5709008,4.1912102
25,0087586693,01210,GARES C AQUITAINE,Aiguillon,Aiguillon,44.2987224,0.3352388
26,0087185629,02746,GARES C FRANCHE COMTE,Aillevillers,Corbenay,47.9138876,6.3372988
27,0087313221,02305,GARES B PICARDIE,Ailly-sur-Noye,Ailly-sur-Noye,49.75448,2.36419
28,0087313098,02311,GARES B PICARDIE,Ailly-sur-Somme,Ailly-sur-Somme,49.92838,2.20059
29,0087775833,00084,GARES C LANGUEDOC ROUSSILLON,Aimargues,Aimargues,43.6786107,4.2082933
30,0087741769,00391,GARES B ALPES,Aime - La Plagne,Aime-la-Plagne,45.554400,6.648646
31,0087713636,00652,GARES C BOURGOGNE,Aiserey,Aiserey,47.170501,5.1582447
32,0087594291,01147,GARES C LIMOUSIN,Aix la Marsalouse,Allassac,,
33,0087751404,00291,GARES B PROV ALPES,Aix-en-Provence,Aix-en-Provence,43.522912,5.445345
34,0087319012,02207,GARE AIX EN PROVENCE TGV,Aix-en-Provence TGV,Aix-en-Provence,43.455237,5.317534
35,0087741132,00412,GARES B ALPES,Aix-les-Bains le Revard,Aix-les-Bains,45.688161,5.909371
36,0087592667,01171,GARES C LIMOUSIN,Aixe-sur-Vienne,Aixe-sur-Vienne,45.7965002,1.1456892
37,0087722744,00535,GARES C RHONE,Alaï,Tassin-la-Demi-Lune,45.7521198,4.7717824
38,0087746115,00355,GARES C ALPES,Albens,Entrelacs,45.785946,5.9483418
39,0087313072,02313,GARES B PICARDIE,Albert,Albert,50.00546,2.64453
40,0087741645,00395,GARES B ALPES,Albertville,Albertville,45.672977,6.383167
41,0087615005,00977,GARES B MIDI PYRENEES,Albi,Albi,43.922380,2.137958
42,0087615195,00967,GARES C MIDI PYRENEES,Albi Madeleine,Albi,43.938011,2.1409629
43,0087613398,00987,GARES C MIDI PYRENEES,Albias,Albias,44.0919078,1.4448012
44,0087721266,00586,GARES B RHONE ALPES,Albigny - Neuville,Albigny-sur-Saône,45.874921,4.832874
45,0087444711,01791,GARES B BASSE NORMANDIE,Alençon,Alençon,48.433884,0.098531
46,0087775288,00100,GARES B LANGUEDOC ROUSSILLON,Alès,Alès,44.127825,4.084948
47,0087594234,01149,GARES C LIMOUSIN,Allassac,Allassac,45.2589385,1.4731471
48,0087113878,03053,GARES B IDF LIGNE T4,Allée de la Tour Rendez-Vous,Villemomble,48.897109,2.506475
49,0087783654,00044,GARES C LANGUEDOC ROUSSILLON,Allenc,Allenc,44.541296,3.6638926
50,0087584482,03100,,Alles-sur-Dordogne,,,
51,0087731885,00459,GARES C AUVERGNE,Alleyras,Alleyras,44.919217,3.673517
52,0087721845,03101,,Allières,,,
53,0087182238,02800,GARES B ALSACE,Altkirch,Altkirch,47.6270174,7.2392493
54,0087172262,02854,GARES C CHAMPAGNE ARDENNE,Amagne - Lucquy,Coucy,49.5238187,4.4738775
55,0087592311,01186,GARES C LIMOUSIN,Ambazac,Ambazac,45.9529056,1.406501
56,0087743716,00371,GARES B ALPES,Ambérieu-en-Bugey,Ambérieu-en-Bugey,45.954008,5.342388
57,0087742031,00387,GARES C RHONE ALPES,Ambilly,Ambilly,46.19452,3.224666
58,0087574343,01385,GARES B CENTRE,Amboise,Amboise,47.421480,0.981299
59,0087743146,00381,GARES C ALPES,Ambronay - Priay,Ambronay,46.0115941,5.3382579
60,0087313874,02260,GARE AMIENS,Amiens,Amiens,49.890746,2.312592
61,0087171744,02879,GARES C PICARDIE,Amifontaine,Amifontaine,49.4847322,3.9105811
62,0087394205,01932,GARES C CENTRE,Amilly Ouerray,Amilly,48.4381825,1.3892882
63,0087721035,00593,GARES B RHONE ALPES,Amplepuis,Amplepuis,45.970982,4.326844
64,0087481192,01625,GARES B PAYS DE LA LOIRE,Ancenis,Ancenis-Saint-Géréon,47.369334,-1.177763
65,0087172858,02850,GARES C CHAMPAGNE ARDENNE,Anchamps,Anchamps,49.9307448,4.6702434
66,0087575332,01348,GARES C POITOU CHARENTES,Anché - Voulon,Anché,46.3496187,0.2503424
67,0087192419,02708,GARES C LORRAINE,Ancy-sur-Moselle,Ancy-Dornot,49.0575093,6.0627661
68,0087715102,00640,GARES C FRANCHE COMTE,Andelot-en-Montagne,Andelot-en-Montagne,46.8594671,5.923584
69,0087142364,02949,GARES C CHAMPAGNE ARDENNE,Andilly,,,
70,0087381491,02072,GARES B IDF LIGNE J,Andrésy,Andrésy,48.97470,2.04928
71,0087726406,00482,GARES C RHONE,Andrézieux-Bouthéon,Andrézieux-Bouthéon,45.5217037,4.254834
72,0087484048,01585,GARES C PAYS DE LA LOIRE,Angers Maître École,Angers,47.4670899,-0.531894
73,0087484006,01586,GARE ANGERS ST LAUD,Angers Saint-Laud,Angers,47.464647,-0.556820
74,0087543090,01485,GARES B IDF LIGNE C,Angerville,Angerville,48.3112062,2.0034931
75,0087583005,01256,GARE ANGOULEME,Angoulême,Angoulême,45.653572,0.164608
76,0087485102,01570,GARES C POITOU CHARENTES,Angoulins sur Mer,Angoulins,46.108057,-1.1154503
77,0087296566,02335,GARES C PICARDIE,Anizy - Pinon,Pinon,49.4960073,3.4487637
78,0087286856,02385,GARES C NORD PAS DE CALAIS,Annappes,Villeneuve-d'Ascq,50.6227708,3.1475351
79,0087746008,00357,GARE ANNECY,Annecy,Annecy,45.901965,6.121835
80,0087745497,00364,GARES B ALPES,Annemasse,Annemasse,46.199222,6.236520
81,0087295055,02365,GARES C NORD PAS DE CALAIS,Anor,Anor,49.984892,4.0929803
82,0087721324,00583,GARES B RHONE ALPES,Anse,Anse,45.939304,4.719807
83,0087287219,02376,GARES C NORD PAS DE CALAIS,Anstaing,Anstaing,50.6040201,3.1933039
84,0087757567,00197,GARES C COTE AZUR,Anthéor Cap Roux,Saint-Raphaël,43.4349641,6.8921036
85,0087757674,00189,GARE ANTIBES,Antibes,Antibes,43.585784,7.119498
86,0087317255,02224,GARES C NORD PAS DE CALAIS,Anvin,Anvin,50.446845,2.25494
87,0087191387,02731,GARES C LORRAINE,Anzeling,Anzeling,49.2620718,6.4602649
88,0087191643,02725,GARES C LORRAINE,Apach,Apach,49.458836,6.371972
89,0087296459,02336,GARES C PICARDIE,Appilly,Appilly,49.5808826,3.1221903
90,0087582726,01268,GARES C AQUITAINE,Arbanats,Arbanats,44.6743555,-0.3954517
91,0087718155,00623,GARES C FRANCHE COMTE,Arbois,Arbois,46.912509,5.7648273
92,0087718841,00596,GARES C FRANCHE COMTE,Arc-et-Senans,Arc-et-Senans,47.0303516,5.7767843
93,0087582668,01273,GARES B AQUITAINE,Arcachon,Arcachon,44.659009,-1.16523
94,0087144410,02918,GARES C LORRAINE,Arches,Arches,48.1198133,6.5283085
95,0087683680,00770,GARES C BOURGOGNE,Arcy-sur-Cure,Arcy-sur-Cure,47.6008461,3.7668885
96,0087580340,01304,GARES C PROV ALPES,Arenc Euroméditerranée,Marseille,43.3132339,5.3676221
97,0087671479,00887,GARES C AQUITAINE,Arengosse,Arengosse,44.0069764,-0.8093835
98,0087784231,00037,GARES B LANGUEDOC ROUSSILLON,Argelès-sur-Mer,Argelès-sur-Mer,42.543970,3.022349
99,0087444539,01800,GARES B BASSE NORMANDIE,Argentan,Argentan,48.738545,-0.025291
100,0087381848,02053,GARES B IDF LIGNE J,Argenteuil,Argenteuil,48.94686,2.25727
101,0087746859,00328,GARES C RHONE,Argentière,Chamonix-Mont-Blanc,45.9819438,6.9264844
102,0087597120,01082,GARES B CENTRE,Argenton-sur-Creuse,Argenton-sur-Creuse,46.592248,1.518305
103,0087753657,00257,GARES B PROV ALPES,Arles,Arles,43.684853,4.632030
104,0087345421,02117,GARES C NORD PAS DE CALAIS,Arleux,Arleux,50.2863204,3.1208073
105,0087286146,02419,GARES B NORD PAS DE CALAIS,Armentières,Armentières,50.68084,2.87763
106,0087396549,01894,GARES C PAYS DE LA LOIRE,Arnage,Arnage,47.9285663,0.1898826
107,0087281121,02440,GARES B NORD PAS DE CALAIS,Arnèke,Arnèke,50.831522,2.4083063
108,0087545467,01453,GARES B IDF LIGNE C,Arpajon,Arpajon,48.58617,2.24112
109,0087342014,02189,GARE ARRAS,Arras,Arras,50.286673,2.781942
110,0087394486,01919,GARES C CENTRE,Arrou,Commune nouvelle d'Arrou,48.0997945,1.1285567
111,0087192401,02709,GARES B LORRAINE,Ars-sur-Moselle,Ars-sur-Moselle,49.0744745,6.0776461
112,0087543058,01489,GARES C CENTRE,Artenay,Artenay,48.0808761,1.8833705
113,0087672212,00880,GARES C AQUITAINE,Artix,Artix,43.3931062,-0.5701881
114,0087734251,00439,GARES C AUVERGNE,Arvant,Bournoncle-Saint-Pierre,45.3653797,3.3106747
115,0087286864,02384,GARES C NORD PAS DE CALAIS,Ascq,Villeneuve-d'Ascq,50.6218591,3.1598992
116,0087381137,02091,GARES B IDF LIGNE L,Asnières-sur-Seine,Asnières-sur-Seine,48.90580,2.28324
117,0087763250,00161,GARES C PROV ALPES,Aspres-sur-Buëch,Aspres-sur-Buëch,44.519428,5.7545655
118,0087672162,00881,GARES C AQUITAINE,Assat,Assat,43.2543993,-0.2950176
119,0087613075,00997,GARES C MIDI PYRENEES,Assier,Assier,44.6746197,1.8697681
120,0087545251,01461,GARES B IDF LIGNE C,Athis-Mons,Athis-Mons,48.712557,2.403749
121,0087751750,00281,GARES B PROV ALPES,Aubagne,Aubagne,43.296045,5.566580
122,0087594465,01140,GARES C LIMOUSIN,Aubazines - Saint-Hilaire,Saint-Hilaire-Peyroux,45.1816781,1.6412346
123,0087386730,02008,GARES B IDF LIGNE J,Aubergenville Élisabethville,Aubergenville,48.971825,1.8484987
124,0087734111,00449,GARES C AUVERGNE,Aubiat,Aubiat,45.983812,3.1605115
125,0087491233,01511,GARES C AQUITAINE,Aubie - Saint-Antoine,Val de Virvée,45.0151419,-0.4198843
126,0087611764,01020,GARES C MIDI PYRENEES,Aubiet,Aubiet,43.6502068,0.7891179
127,0087396572,01891,GARES C PAYS DE LA LOIRE,Aubigné-Racan,Aubigné-Racan,47.686945,0.2657714
128,0087345447,02115,GARES C NORD PAS DE CALAIS,Aubigny-au-Bac,Aubigny-au-Bac,50.2685315,3.158706
129,0087342246,02173,GARES C NORD PAS DE CALAIS,Aubigny-en-Artois,Aubigny-en-Artois,50.35297,2.5928045
130,0087613224,00992,GARES C MIDI PYRENEES,Aubin,Aubin,44.5272762,2.2393128
131,0087316604,02245,GARES C NORD PAS DE CALAIS,Aubin-Saint-Vaast,Aubin-Saint-Vaast,50.3946137,1.9705382
132,0087191684,02724,GARES C LORRAINE,Auboué,Auboué,49.216163,5.9714608
133,0087172122,02864,GARES C CHAMPAGNE ARDENNE,Aubrives,Aubrives,50.1044507,4.7616512
134,0087597823,01072,GARES C LIMOUSIN,Aubusson,Aubusson,45.9596691,2.1617231
135,0087611749,01021,GARES B MIDI PYRENEES,Auch,Auch,43.647488,0.596661
136,0087317230,02226,GARES C NORD PAS DE CALAIS,Auchy-lès-Hesdin,Auchy-lès-Hesdin,50.3963631,2.1022448
137,0087194555,03102,,Audin-le-Tiche,,,
138,0087444059,01818,GARES C BASSE NORMANDIE,Audrieu,Audrieu,49.2161315,-0.5960138
139,0087281428,02432,GARES B NORD PAS DE CALAIS,Audruicq,Audruicq,50.87567,2.07636
140,0087194357,02671,GARES C LORRAINE,Audun-le-Roman,Audun-le-Roman,49.36682,5.89139
141,0087415158,01843,GARES B HAUTE NORMANDIE,Auffay,Val-de-Scie,49.716044,1.098441
142,0087683607,00777,GARES C BOURGOGNE,Augy Vaux,Augy,47.7663393,3.6111818
143,0087562421,01430,GARES C AUVERGNE,Aulnat Aéroport,Aulnat,45.7920571,3.1614332
144,0087271411,02549,GARES B IDF LIGNE B,Aulnay-sous-Bois,Aulnay-sous-Bois,48.93179,2.49431
145,0087295600,02359,GARES B NORD PAS DE CALAIS,Aulnoye-Aymeries,Aulnoye-Aymeries,50.19749,3.84337
146,0087313767,02265,GARES C HAUTE NORMANDIE,Aumale,Aumale,49.7650371,1.7560425
147,0087783266,00060,GARES C LANGUEDOC ROUSSILLON,Aumont-Aubrac,Peyre en Aubrac,44.7181699,3.2835489
148,0087545657,01446,GARES C CENTRE,Auneau,Auneau-Bleury-Saint-Symphorien,48.4458242,1.77998
149,0087476200,01682,GARE AURAY,Auray,Auray,47.68022,-2.999995
150,0087726760,00472,GARES C AUVERGNE,Aurec-sur-Loire,Aurec-sur-Loire,45.3711611,4.1983439
151,0087645002,00908,GARES B AUVERGNE,Aurillac,Aurillac,44.921092,2.435655
152,0087611384,01045,GARES B MIDI PYRENEES,Auterive,Auterive,43.348993,1.468831
153,0087694570,00731,GARES C BOURGOGNE,Autun,Autun,46.9548746,4.2929079
154,0087276543,02469,GARES B IDF LIGNE H,Auvers-sur-Oise,Auvers-sur-Oise,49.07062,2.17526
155,0087683573,00778,GARES B BOURGOGNE,Auxerre Saint-Gervais,Auxerre,47.797645,3.585140
156,0087713347,00664,GARES B BOURGOGNE,Auxonne,Auxonne,47.192663,5.377370
157,0087641845,03105,GARES C LIMOUSIN,Auzances,,,
158,0087613240,03103,,Auzits-Aussibals,,,
159,0087683789,00767,GARES C BOURGOGNE,Avallon,Avallon,47.4957553,3.9124463
160,0087171579,02890,GARES C CHAMPAGNE ARDENNE,Avenay-Val-d'Or,Avenay-Val-d'Or,49.0647826,4.043689
161,0087543207,01477,GARES B IDF LIGNE C,Avenue du Président Kennedy Maison de Radio France,Paris,48.853322,2.279969
162,0087381038,02098,GARES B IDF LIGNE C,Avenue Foch,Paris,48.8709710,2.2756167
163,0087381046,02097,GARES B IDF LIGNE C,Avenue Henri Martin,Paris,48.8644077,2.2722380
164,0087295725,02355,GARES C NORD PAS DE CALAIS,Avesnelles,Avesnelles,50.1185513,3.9485876
165,0087295733,02354,GARES B NORD PAS DE CALAIS,Avesnes-sur-Helpe,Avesnes-sur-Helpe,50.12674,3.93295
166,0087765008,00146,GARES B PROV ALPES,Avignon Centre,Avignon,43.941900,4.805281
167,0087318964,02208,GARE AVIGNON TGV,Avignon TGV,Avignon,43.921586,4.786079
168,0087981902,02208,GARES C PROV ALPES,Avignon TGV terminal TER,Avignon,43.921586,4.786079
169,0087616011,00941,GARES C MIDI PYRENEES,Avignonet-Lauragais,Avignonet-Lauragais,43.3638769,1.7872687
170,0087342584,02155,GARES C NORD PAS DE CALAIS,Avion,Avion,50.40723,2.83365
171,0087576439,01314,GARES C CENTRE,Avord,Avord,47.0349061,2.6523757
172,0087718551,00601,GARES C FRANCHE COMTE,Avoudrey,Avoudrey,47.1298359,6.434573
173,0087448514,01774,GARES C BASSE NORMANDIE,Avranches,Avranches,48.6902445,-1.3700755
174,0087313296,02299,GARES C PICARDIE,Avrechy,Avrechy,49.4446439,2.4179608
175,0087611533,01034,GARES C MIDI PYRENEES,Ax-les-Thermes,Ax-les-Thermes,42.7247967,1.8332516
176,0087171561,02891,GARES C CHAMPAGNE ARDENNE,Ay,Aÿ-Champagne,49.0487318,4.0015644
177,0087437806,01826,GARES C POITOU CHARENTES,Aytré Plage,Aytré,46.1273815,-1.1280462
178,0087571638,01410,GARES C CENTRE,Azay-le-Rideau,Azay-le-Rideau,47.2663383,0.4475388
179,0087574442,01382,GARES C CENTRE,Azay-sur-Cher,Azay-sur-Cher,47.3652695,0.8599885
180,0087141408,02981,GARES C LORRAINE,Azerailles,Azerailles,48.4913355,6.695778
181,0087590349,01208,GARES B PAYS DE LA LOIRE,Babinière,Chapelle-sur-Erdre,47.2591762,-1.5452842
182,0087141416,02980,GARES B LORRAINE,Baccarat,Baccarat,48.452405,6.743830
183,0087613604,00982,GARES C MIDI PYRENEES,Bagnac-sur-Célé,Bagnac-sur-Célé,44.6652105,2.1602503
184,0087684191,00761,Gares C Ile-de-France,Bagneaux-sur-Loing,Bagneaux-sur-Loing,48.2304802,2.7033327
185,0087783647,00045,GARES C LANGUEDOC ROUSSILLON,Bagnols - Chadenet,Allenc,44.5286125,3.628178
186,0087764571,05256,,Bagnols-sur-Cèze,Bagnols-sur-Cèze,,
187,0087773457,00124,GARES B LANGUEDOC ROUSSILLON,Baillargues,Baillargues,43.6533234,4.0071585
188,0087394411,01923,GARES C CENTRE,Bailleau-le-Pin,Bailleau-le-Pin,48.3668028,1.3248851
189,0087286179,02417,GARES B NORD PAS DE CALAIS,Bailleul,Bailleul,50.72916,2.73445
190,0087342592,02154,GARES C NORD PAS DE CALAIS,Bailleul-Sir-Berthoult,Bailleul-Sir-Berthoult,50.3351257,2.8409809
191,0087144147,02934,GARES C LORRAINE,Bains-les-Bains,Vôge-les-Bains,47.9811282,6.2952683
192,0087141531,02972,GARES C LORRAINE,Bainville-sur-Madon,Bainville-sur-Madon,48.5863794,6.099327
193,0087286872,02383,GARES C NORD PAS DE CALAIS,Baisieux,Baisieux,50.61845,3.2347796
194,0087313569,02280,GARES C PICARDIE,Balagny Saint-Épin,Balagny-sur-Thérain,49.2942448,2.3441977
195,0087726869,00465,GARES B RHONE ALPES,Balbigny,Balbigny,45.817858,4.187443
196,0087571604,01412,GARES C CENTRE,Ballan-Miré,Ballan-Miré,47.3369919,0.6188975
197,0087681437,00831,GARES B IDF LIGNE D,Ballancourt-sur-Essonne,Ballancourt-sur-Essonne,48.532114,2.371274
198,0087181073,02816,GARES C ALSACE,Ballersdorf,,,
199,0087111864,03071,GARES C LANGUEDOC ROUSSILLON,Balsièges,Balsièges,44.4820108,3.4560976
200,0087783324,00056,GARES C LANGUEDOC ROUSSILLON,Banassac - La Canourgue,Banassac-Canilhac,44.4477632,3.1958518
201,0087755223,00249,GARES B PROV ALPES,Bandol,Bandol,43.140344,5.750118
202,0087474189,01696,GARES C BRETAGNE,Bannalec,Bannalec,47.9267473,-3.7065268
203,0087182840,02765,GARES C ALSACE,Bantzenheim,Bantzenheim,47.8109675,7.5038675
204,0087784298,00034,GARES C LANGUEDOC ROUSSILLON,Banyuls-sur-Mer,Banyuls-sur-Mer,42.4829582,3.1250496
205,0087175042,02838,GARES B LORRAINE,Bar-le-Duc,Bar-le-Duc,48.773308,5.166822
206,0087118299,03004,GARES C CHAMPAGNE ARDENNE,Bar-sur-Aube,Bar-sur-Aube,48.2385399,4.7066708
207,0087615757,00943,GARES C MIDI PYRENEES,Baraqueville Carcenac Peyralès,Baraqueville,44.2704368,2.4275453
208,0087411264,01874,GARES B HAUTE NORMANDIE,Barentin,Barentin,49.549123,0.953517
209,0087297291,02323,GARES C PICARDIE,Barenton-Bugny,Barenton-Bugny,49.6307907,3.6559914
210,0087783563,00047,GARES C LANGUEDOC ROUSSILLON,Barjac,Barjac,44.4992638,3.4109786
211,0087192658,02703,GARES C LORRAINE,Baroncourt,Dommary-Baroncourt,49.2845332,5.6997387
212,0087214247,02604,GARES B ALSACE,Barr,Barr,48.4032933,7.4565189
213,0087582759,01265,GARES C AQUITAINE,Barsac,Barsac,44.6054306,-0.3215775
214,0087592188,01192,GARES C LIMOUSIN,Barsanges,Pérols-sur-Vézère,45.5661652,2.0188676
215,0087182113,02804,GARES B ALSACE,Bartenheim,Bartenheim,47.6349313,7.4872561
216,0087726778,00471,GARES C AUVERGNE,Bas - Monistrol-sur-Loire,Bas-en-Basset,45.297596,4.139602
217,0087184200,02762,GARES C FRANCHE COMTE,Bas Évette,Évette-Salbert,47.6810089,6.8068494
218,0087699223,03086,GARES C CENTRE,Base Aérienne,Romorantin-Lanthenay,,
219,0087191601,02729,GARES C LORRAINE,Basse-Ham,Basse-Ham,49.3805708,6.2348709
220,0087581850,01284,GARES C BORDEAUX METRO,Bassens,Bassens,44.9012933,-0.5223144
221,0087481770,01593,GARES C PAYS DE LA LOIRE,Batz-sur-Mer,Batz-sur-Mer,47.2809541,-2.4789866
222,0087574152,01395,GARES C CENTRE,Baule,Baule,47.8117535,1.668127
223,0087718460,00607,GARES B FRANCHE COMTE,Baume-les-Dames,Baume-les-Dames,47.353937,6.359603
224,0087345280,02124,GARES B NORD PAS DE CALAIS,Bauvin - Provin,Bauvin,50.51168,2.90540
225,0087175133,02833,GARES C CHAMPAGNE ARDENNE,Bayard,Bayard-sur-Marne,48.5520296,5.0754439
226,0087444067,01817,GARES B BASSE NORMANDIE,Bayeux,Bayeux,49.269836,-0.698056
227,0087141218,02986,GARES B LORRAINE,Bayon,Bayon,48.468046,6.322569
228,0087673004,00870,GARE BAYONNE,Bayonne,Bayonne,43.496801,-1.470306
229,0087171462,02894,GARES B CHAMPAGNE ARDENNE,Bazancourt,Bazancourt,49.361202,4.173887
230,0087611723,01022,GARES C MIDI PYRENEES,Baziège,Baziège,43.4535696,1.6205019
231,0087171348,02897,GARES C PICARDIE,Bazoches,Bazoches-sur-Vesles,49.30518,3.6163588
232,0087696468,00696,GARES C BOURGOGNE,Béard,Béard,46.8652207,3.3179944
233,0087317610,02209,GARES C NORD PAS DE CALAIS,Beau Marais,Calais,50.945371,1.8983301
234,0087775023,00117,GARES C LANGUEDOC ROUSSILLON,Beaucaire,Beaucaire,43.80209,4.6470865
235,0087747238,00320,GARES C RHONE ALPES,Beaucroissant,,,
236,0087574160,01394,GARES B CENTRE,Beaugency,Beaugency,47.778365,1.625938
237,0087756379,00223,GARES B COTE AZUR,Beaulieu-sur-Mer,Beaulieu-sur-Mer,43.706651,7.331545
238,0087387183,02001,GARES C HAUTE NORMANDIE,Beaumont-le-Roger,Beaumont-le-Roger,49.0741722,0.7727865
239,0087713545,00658,GARES B BOURGOGNE,Beaune,Beaune,47.023053,4.848379
240,0087317198,02229,GARES C NORD PAS DE CALAIS,Beaurainville,Beaurainville,50.422891,1.895345
241,0087582700,01270,GARES B AQUITAINE,Beautiran,Beautiran,44.701041,-0.45017
242,0087313510,02283,GARES B PICARDIE,Beauvais,Beauvais,49.42648,2.08869
243,0087485342,01558,GARES C POITOU CHARENTES,Beauvoir-sur-Niort,Beauvoir-sur-Niort,46.1768857,-0.4687544
244,0087775809,00087,GARES C LANGUEDOC ROUSSILLON,Beauvoisin,Beauvoisin,43.7245026,4.3212178
245,0087726794,00469,GARES C AUVERGNE,Beauzac,,,
246,0087382002,02047,GARES B IDF LIGNE L,Bécon les Bruyères,Courbevoie,48.90592,2.26838
247,0087781609,00066,GARES C LANGUEDOC ROUSSILLON,Bédarieux,Bédarieux,43.6086972,3.1495688
248,0087765198,00143,GARES C PROV ALPES,Bédarrides,Bédarrides,44.0407636,4.8931321
249,0087672774,03078,GARES C AQUITAINE,Bedous,Bedous,42.99589,-0.60348
250,0087581801,01286,GARES C BORDEAUX METRO,Bègles,Bègles,44.7995389,-0.5552495
251,0087491076,01521,GARES C POITOU CHARENTES,Beillant,Saint-Sever-de-Saintonge,45.7007999,-0.5265079
252,0087212423,02641,GARES C ALSACE,Beinheim,,,
253,0087184002,02763,GARES B FRANCHE COMTE,Belfort,Belfort,47.633284,6.853956
254,0087300822,02319,GARE BELFORT MONTBELIARD TGV,Belfort - Montbéliard TGV,Meroux-Moval,47.585937,6.897687
255,0087592485,01176,GARES C LIMOUSIN,Bellac,Bellac,46.1252044,1.0461168
256,0087473165,01726,GARES C BRETAGNE,Belle-Isle - Bégard,Louargat,48.5935901,-3.3228532
257,0087745000,00368,GARES B ALPES,Bellegarde-sur-Valserine,Valserhône,46.109425,5.823483
258,0087641068,00931,GARES C AUVERGNE,Bellenaves,Bellenaves,46.199256,3.0665239
259,0087141804,02961,GARES C LORRAINE,Belleville,Belleville,48.8195721,6.1018641
260,0087721357,00580,GARES B RHONE ALPES,Belleville sur Sâone,Belleville-en-Beaujolais,46.111917,4.729028
261,0087486142,01548,GARES C PAYS DE LA LOIRE,Belleville-sur-Vie,Bellevigny,46.788316,-1.4346673
262,0087393116,01987,GARES B IDF LIGNE N,Bellevue,Meudon,48.8190033,2.2296743
263,0087743526,00375,GARES C ALPES,Bellignat,Bellignat,46.2381265,5.6298849
264,0087448092,03104,,Bellou-en-Houlme,,,
265,0087276550,02468,GARES B IDF LIGNE H,Belloy - Saint-Martin,Belloy-en-France,49.09807,2.36135
266,0087595876,01092,GARES C AQUITAINE,Belvès,Pays de Belvès,44.7773978,1.0118831
267,0087783670,00043,GARES C LANGUEDOC ROUSSILLON,Belvezet,Mont Lozère et Goulet,44.5617971,3.7518919
268,0087476408,01673,GARES C BRETAGNE,Belz - Ploemel,Ploemel,47.652466,-3.0721919
269,0087784892,00005,GARES C LANGUEDOC ROUSSILLON,Bena Fanes,Enveitg,42.4580782,1.9167264
270,0087673285,00863,GARES C AQUITAINE,Bénesse-Maremne,Bénesse-Maremne,43.6277484,-1.3698505
271,0087192302,02710,GARES C LORRAINE,Bénestroff,Bénestroff,48.90656,6.75266
272,0087214122,02611,GARES B ALSACE,Benfeld,Benfeld,48.3735367,7.584125
273,0087576447,01313,GARES C CENTRE,Bengy-sur-Craon,Bengy-sur-Craon,47.0004698,2.7492361
274,0087193250,02697,GARES B LORRAINE,Béning-lès-Saint-Avold,Béning-lès-Saint-Avold,49.1379541,6.8282982
275,0087584268,01238,GARES B AQUITAINE,Bergerac,Bergerac,44.857061,0.489174
276,0087281105,02442,GARES B NORD PAS DE CALAIS,Bergues,Bergues,50.96901,2.42574
